ingredient_name,rating,benefits,categories,info
Palmitoyl Pentapeptide-4,Best,"[""Anti-Aging""]","[""Peptides""]",[]
Palmitoyl Oligopeptide,Best,"[""Anti-Aging""]","[""Peptides""]",[]
Palmitoyl Hexapeptide-12,Best,"[""Anti-Aging""]","[""Peptides""]","[""A synthetic peptide that matches a sequence of amino acids found in skin"", ""Signals skin to look younger by boosting its firm feeling"", ""Creates a supple surface by strengthening skin\u2019s barrier"", ""Requires a surprisingly low amount for efficacy""]"
Palmitoyl Dipeptide-5 Diaminobutyroyl Hydroxythreonine,Best,"[""Anti-Aging""]","[""Peptides""]","[""A synthetic peptide that supports key proteins in skin"", ""Promotes a firmer, less lined look"", ""Great synergy with similar signal peptides"", ""Made using an amino acid complex and palmitic acid""]"
Palmitoyl Dipeptide-10,Best,"[""Anti-Aging""]","[""Peptides""]",[]
P. Elisabethae,Best,"[""Soothing""]","[""Antioxidant""]",[]
Oxidoreductase,Best,"[""Anti-Aging"", ""Hydration""]","[""Antioxidant"", ""Humectant""]",[]
Oryza Sativa Rice Bran Oil,Best,"[""Anti-Aging"", ""Hydration""]","[""Antioxidant"", ""Emollient"", ""Plant Extracts""]","[""Oil extracted from husks of rice grains"", ""Has antioxidant benefits"", ""Rich source of barrier repairing fatty acids"", ""Disrupts factors that lead to skin discolorations and dark spots"", ""Ruled safe as used in cosmetics""]"
Oryza Sativa Cera,Best,"[""Hydration""]","[""Emollient""]",[]
Oryza Sativa (Rice) Bran Oil,Best,"[""Hydration""]","[""Emollient"", ""Plant Extracts"", ""Antioxidant""]","[""Oil extracted from husks of rice grains"", ""Has antioxidant benefits"", ""Rich source of barrier repairing fatty acids"", ""Disrupts factors that lead to skin discolorations and dark spots"", ""Ruled safe as used in cosmetics""]"
Oryza Sativa (Rice) Bran Extract,Best,"[""Hydration""]","[""Humectant"", ""Antioxidant"", ""Chelating Agent""]","[""Used in cosmetics to soften and condition skin"", ""A rich source of more than 100 antioxidant compounds, including ferulic acid"", ""Contains moisturizing polysaccharides and omega-3 fatty acids"", ""Is the brown outer layer of the rice kernel, a byproduct of milling rice""]"
Oryzanol,Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]",[]
Orbignya Oleifera Seed Oil,Best,"[""Hydration"", ""Anti-Aging""]","[""Emollient"", ""Plant Extracts"", ""Antioxidant""]","[""Also called babassu oil"", ""Rich in antioxidants"", ""High in moisturizing fatty acids"", ""Lauric acid content helps support skin\u2019s microbiome""]"
Opuntia Ficus-Indica Stem Extract,Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]","[""Rich source of polyphenolic antioxidants to soothe and help strengthen skin"", ""Helps offset skin damage due to airborne pollutants"", ""Considered non-fragrant and non-irritating"", ""Derived from a type of cactus known as the prickly pear""]"
Ophiopogon Japonicus Root Extract,Best,[],"[""Plant Extracts"", ""Antioxidant""]","[""Plant extract with pronounced soothing benefits"", ""Roots are a rich source of skin-soothing antioxidants"", ""Interrupts pathways that lead to signs of irritation"", ""Native to southeast Asia and used in Chinese Medicine""]"
Oligopeptide-1,Best,"[""Anti-Aging""]","[""Peptides""]","[""Plant-derived cell-rejuvenating peptide"", ""Targets skin's elasticity network"", ""Visibly firms skin from within"", ""Classified as a skin-conditioning agent"", ""May be used as an umbrella term for oligopeptide derivatives"", ""Potential benefits include collagen and elastin support""]"
Oleyl Adapalenate,Best,"[""Anti-Aging"", ""Evens Skin Tone"", ""Oil Control"", ""Pore Minimizer"", ""Soothing""]","[""Antioxidant"", ""Retinoids""]","[""AKA Adapinoid\u00aeTargets signs of sun damage"", ""Interrupts an underlying trigger of blemishes"", ""Helps reduce the look of enlarged pores"", ""Synthetic precursor to longstanding retinoid adapalene""]"
Oleic Acid,Best,[],"[""Cleansing Agent"", ""Texture Enhancer""]","[""Omega-9 fatty acid found in many plants"", ""Primary fatty acid found in olive oil"", ""Cleansing agent + texture enhancer"", ""Has improved skin calming abilities when combined with other lipids""]"
Oleanolic Acid,Best,"[""Soothing""]","[""Antioxidant""]","[""Potent soothing ingredient for skin"", ""Found in a wide range of food, medical herbs, and plants"", ""Also functions as an antioxidant"", ""Usually encapsulated to ensure maximum effectiveness in skin care""]"
Olea Europaea Oil Unsaponifiables,Best,"[""Anti-Aging"", ""Hydration"", ""Soothing""]","[""Antioxidant"", ""Emollient"", ""Plant Extracts""]",[]
Olea Europaea Leaf Extract,Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]","[""Extract of the leaves from the olive plant"", ""Has strong antioxidant properties"", ""Contains phenolic compounds, including catechin and rutin"", ""May have some photoprotective ability"", ""Considered an environmentally friendly byproduct of the olive oil industry""]"
Oenothera Biennis Oil,Best,"[""Hydration"", ""Anti-Aging"", ""Soothing""]","[""Emollient"", ""Plant Extracts"", ""Antioxidant""]","[""Known as evening primrose"", ""Helps restore skin barrier's"", ""Has a high vitamin E content"", ""Contains 74% linoleic acid"", ""Also contains linolenic acid""]"
Octyl Salicylate,Best,"[""Anti-Aging""]","[""UV Filters""]",[]
Octyl Methoxycinnamate,Best,"[""Anti-Aging""]","[""UV Filters""]",[]
Octocrylene,Best,"[""Anti-Aging""]","[""UV Filters""]","[""Effective stabilizer for UVA filter avobenzone as well as an approved UVB absorber"", ""Primarily provides UVB protection but kicks in some UVA screening"", ""Globally approved up to a 10% concentration (Canada permits 12%)Emollient texture helps moisturize skin"", ""Highly stable in the presence of UV light""]"
Octisalate,Best,"[""Anti-Aging""]","[""UV Filters""]","[""Works primarily in the UVB range"", ""Has excellent stability"", ""Improves the stability of other UV filters"", ""Globally approved in amounts from 5\u201310%Helps neutralize the sun-induced formation of oxygen radicals""]"
Octinoxate,Best,"[""Anti-Aging""]","[""UV Filters""]","[""Globally approved UV filter used for 50+ years"", ""Provides excellent UVB protection"", ""Filters a portion of UVA rays"", ""Backed by numerous studies confirming its safety as used in sunscreens"", ""Its cinnamic acid component can be allergenic for some"", ""Also known as octyl methoxycinnamate and ethylhexyl methoxycinnamate""]"
Oatmeal,Best,"[""Soothing""]","[""Antioxidant"", ""Plant Extracts""]",[]
Oat Kernel Extract,Best,"[""Soothing""]","[""Antioxidant"", ""Plant Extracts""]",[]
Oat Bran Extract,Best,"[""Soothing""]","[""Antioxidant"", ""Plant Extracts""]","[""Has antioxidant compounds"", ""Good source of soothing beta-glucan"", ""Excellent for sensitive, compromised skin"", ""Also called Avena sativa bran extract""]"
Oat Beta-Glucan,Best,"[""Soothing"", ""Hydration""]","[""Antioxidant"", ""Plant Extracts""]",[]
Nymphaea Tetragona Extract,Best,[],"[""Antioxidant"", ""Plant Extracts""]",[]
Nymphaea Tetragona,Best,[],[],[]
Nordihydroguaiaretic Acid,Best,"[""Anti-Aging""]","[""Antioxidant""]","[""Powerful antioxidant that can be naturally or synthetically derived"", ""Stands out for its ability to help mitigate visible effects of UV exposure"", ""Helps prevent the oxidation of oil, which formulators theorize may reduce the appearance of blackheads"", ""The natural form of this ingredient comes from the twigs and leaves of the shrub Larrea tridentata""]"
Nicotinic Acid,Best,"[""Anti-Aging"", ""Pore Minimizer"", ""Soothing""]","[""Antioxidant"", ""Humectant""]",[]
Nicotinamide Adenine Dinucleotide,Best,"[""Anti-Aging"", ""Hydration"", ""Soothing""]","[""Antioxidant"", ""Humectant""]","[""Coenzyme responsible for supplying energy to every cell in the body"", ""Not easily bioavailable when applied to skin"", ""Niacinamide is a precursor to NAD+Unknown if topical niacinamide directly converts to NAD+""]"
Nicotinamide,Best,"[""Anti-Aging"", ""Pore Minimizer"", ""Soothing""]","[""Antioxidant"", ""Humectant""]","[""Famous for visibly reducing enlarged pores and improving dull, uneven skin tone"", ""Boosts skin\u2019s barrier strength and hydration"", ""Helps mitigate negative effects of environmental stressors"", ""Also known as vitamin B3 or niacinamide"", ""Stable in the presence of light (which is unique for an antioxidant)""]"
Nicotiana Benthamiana Hexapeptide-40 sh-Oligopeptide-1,Best,"[""Anti-Aging""]","[""Peptides""]","[""Plant-derived peptide"", ""Sends messages from skin\u2019s surface to key proteins"", ""Helps support collagen and elastin within skin"", ""Proven to visibly reduce wrinkles"", ""May be referred to simply as oligopeptide-1""]"
Niacinamide,Best,"[""Anti-Aging"", ""Pore Minimizer"", ""Soothing""]","[""Antioxidant"", ""Humectant""]","[""Improves the appearance of enlarged pores"", ""Brightens dull, uneven tone"", ""Boosts skin\u2019s barrier strength""]"
Niacin,Best,"[""Anti-Aging"", ""Hydration""]","[""Antioxidant"", ""Humectant""]",[]
N-Hydroxysuccinimide,Best,"[""Hydration""]","[""Humectant""]","[""Used to soften and condition skin"", ""Is a reagent, meaning it triggers a reaction that creates a new substance"", ""Can trigger the production of peptides and polymers"", ""Is a white solid in its raw form""]"
Neem Extract,Best,[],[],[]
Natural Moisturizing Factor (NMF),Best,"[""Hydration""]","[""Humectant""]","[""Otherwise known as NMFs"", ""Substances within skin\u2019s uppermost layers that help keep it smooth"", ""Assists with hydration and skin health"", ""NMF include peptides, amino acids, sodium PCA and more""]"
Naringin,Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]","[""A biolflavonoid antioxidant found in certain foods, like citrus"", ""Allows skin to better defend itself when exposed to environmental threats"", ""Can assist in reinforcing the skin\u2019s natural supply of antioxidants""]"
Naringenin,Best,"[""Anti-Aging"", ""Hydration"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]","[""Antioxidant-rich flavonoid that can be derived naturally from plants or created synthetically"", ""Improves skin\u2019s innate ability to repair itself and maintain a youthful look"", ""Helps soothes compromised skin"", ""Enhances skin\u2019s ability to retain moisture"", ""Found in grapes, grapefruit, lemons, oranges, and tomatoes""]"
NaPCA,Best,"[""Hydration"", ""Soothing""]","[""Humectant""]","[""Also known as sodium PCAIs related to amino acids and occurs naturally in skin"", ""Helps skin\u2019s upper layers draw in and retain moisture"", ""Is a staple ingredient in many moisturizing products""]"
Myristyl Nicotinate,Best,"[""Hydration"", ""Anti-Aging"", ""Dark Spot Fading""]","[""Humectant""]",[]
Myristoyl Tripeptide-31,Best,"[""Anti-Aging""]","[""Peptides""]",[]
Myristoyl Pentapeptide-17,Best,"[""Hydration"", ""Soothing""]","[""Peptides""]",[]
Myristoyl Hexapeptide-16,Best,"[""Hydration"", ""Soothing""]","[""Peptides""]",[]
Myrica Cerifera (Bayberry) Fruit Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]","[""Bluish-white edible berries derived from an evergreen shrub"", ""Potent source of antioxidants"", ""Helps soothe skin and protect against oxidative damage"", ""Plays a helpful role in minimizing glycation""]"
Myrciaria Dubia Fruit Extract,Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]",[]
Myrciaria Dubia (Camu Camu) Fruit Extract,Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]",[]
Mushroom Extract,Best,"[""Anti-Aging"", ""Evens Skin Tone"", ""Hydration"", ""Soothing""]","[""Plant Extracts"", ""Antioxidant""]","[""Potent source of antioxidant compounds to reduce signs of aging"", ""Known for soothing properties that benefit sensitive, redness-prone, reactive skin"", ""No single best mushroom extract to seek out\u2014there are several beneficial species"", ""Only a small amount is needed to obtain benefit""]"
Mulberry Extract,Best,"[""Anti-Aging"", ""Dark Spot Fading"", ""Evens Skin Tone""]","[""Antioxidant"", ""Plant Extracts""]",[]
Mucopolysaccharide,Best,"[""Hydration""]","[""Humectant""]",[]
Morus Alba (White Mulberry) Root Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]",[]
Moringa Oleifera Seed Oil,Best,"[""Hydration"", ""Anti-Aging""]","[""Emollient"", ""Antioxidant"", ""Plant Extracts""]",[]
Mexoryl SX,Best,"[""Anti-Aging""]","[""UV Filters""]",[]
Methylene Bis-Benzotriazolyl Tetramethylbutylphenol,Best,"[""Anti-Aging""]","[""UV Filters""]","[""Synthetic broad-spectrum UV filter that helps defend skin against UVA and UVB rays"", ""Unique in that its mechanism of action is a hybrid of a chemical and physical protection"", ""Also used to stabilize other ingredients and prevent formulary deterioration"", ""Approved as UV filter in many global markets but not in the U.S.\u202f\u202fAlso goes by Tinosorb M or Bisoctrizole""]"
Meradimate,Best,"[""Anti-Aging""]","[""UV Filters""]",[]
Menthyl Anthranilate,Best,[],"[""UV Filters""]",[]
Melia Azadirachta Leaf Extract,Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]",[]
Melia Azadirachta Flower Extract,Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]",[]
Medicago Sativa (Alfalfa) Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]","[""Non-fragrant plant extract"", ""Rich in antioxidants"", ""Has anti-inflammatory properties"", ""Also called lucerne""]"
Meadowfoam Seed Oil,Best,"[""Hydration"", ""Anti-Aging""]","[""Emollient"", ""Occlusive/Opacifying Agent"", ""Plant Extracts""]","[""Highly stable due to its composition of long-chain fatty acids"", ""Functions as an emollient and softening agent"", ""More resistant to rancidity than other natural oils"", ""Contains compounds that can help offset the negative impact of UVB light exposure""]"
Mauritia Flexuosa Fruit Oil,Best,"[""Hydration"", ""Soothing""]","[""Antioxidant"", ""Emollient"", ""Plant Extracts""]","[""Plant oil rich in antioxidants (including carotenoids, vitamin E and vitamin C)Supplies skin with beneficial fatty acids and phytosterols"", ""Provides moisturizing and anti-aging benefits"", ""Does not contain volatile fragrance compounds that irritate skin""]"
Matrixyl 3000,Best,"[""Anti-Aging""]","[""Peptides""]","[""Trademarked blend that includes two synthetic peptides with anti-aging benefits"", ""Proven to reduce wrinkle depth"", ""Calms signs of skin irritation"", ""Helps mitigate visible skin damage""]"
Mate Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]",[]
Marshmallow,Best,"[""Soothing""]","[""Plant Extracts"", ""Texture Enhancer""]","[""AKA Althaea officinalis root extract"", ""Plant-derived skin care ingredient"", ""Used to help soothe skin""]"
Manuka Oil,Best,"[""Hydration"", ""Anti-Aging""]","[""Emollient"", ""Plant Extracts""]",[]
Manuka Honey,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]","[""Primarily produced in New Zealand"", ""Has more methylglyoxal that other honey"", ""Methylglyoxal aids in skin healing"", ""Also has soothing properties""]"
Mangifera Indica (Mango) Seed Butter,Best,"[""Hydration""]","[""Emollient"", ""Plant Extracts""]",[]
Mandelic Acid,Best,"[""Smooths Bumpy Skin"", ""Evens Skin Tone""]","[""Exfoliant""]","[""The gentlest alpha hydroxy acid"", ""Excellent choice for sensitive skin"", ""Helps firm and fade post-breakout marks""]"
Malpighia Glabra (Acerola) Fruit Juice,Best,"[""Anti-Aging"", ""Evens Skin Tone""]","[""Antioxidant"", ""Plant Extracts""]","[""AKA acerola cherry juice or acerola juice"", ""Best known for anti-aging benefits"", ""High antioxidant concentrations support even skin tone"", ""Contains high levels of vitamin C""]"
Malpighia Emarginata (Acerola) Fruit Extract,Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]","[""A potent source of antioxidants, including vitamin CCan help protect skin from environmental damage"", ""Assisits with skin hydration"", ""AKA Barbados cherry or the acerola cherry""]"
Mallow,Best,"[""Soothing""]","[""Texture Enhancer"", ""Plant Extracts""]",[]
Malic Acid,Best,"[""Evens Skin Tone"", ""Smooths Bumpy Skin""]","[""Exfoliant"", ""pH Adjuster/Stabilizer""]","[""Exfoliating ingredient derived from unripe fruit"", ""Has AHA and BHA properties"", ""Boosts efficacy of other exfoliants"", ""Ideal exfoliating range is between p"", ""H 3-4Also used as a food additive""]"
Magnesium PCA,Best,"[""Hydration""]","[""Humectant""]","[""A skin-replenishing mineral electrolyte"", ""Boosts hydration and optimizes moisture balance"", ""Helps strengthen skin\u2019s barrier"", ""Deemed safe by the Cosmetic Ingredient Review Expert Panel""]"
Magnesium Ascorbyl Phosphate,Best,"[""Anti-Aging"", ""Hydration""]","[""Antioxidant"", ""Humectant""]","[""Water-soluble yet oil-loving stabilized form of vitamin CDelivers many of the same benefits as vitamin CPromotes hydration deeper in skin, but not as potent an antioxidant as pure vitamin CIsn\u2019t beholden to a low p"", ""H for efficacy and is generally well tolerated"", ""Soothing properties may play a role in reducing blemishes""]"
Madecassoside,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]","[""Found in Centella asiatica plant"", ""Potent antioxidant properties"", ""Also has soothing abilities"", ""Helps improve the appearance of dark spots""]"
Madecassic Acid,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]","[""One of four main bioactive compounds in Centella asiatica"", ""Assists in soothing reddened or sensitized skin"", ""Contributes to hydration"", ""Helps shield skin from pro-aging environmental aggressors""]"
Lysophosphatidylethanolamine,Best,"[""Hydration"", ""Dark Spot Fading""]","[""Humectant""]",[]
Lysine HCI,Best,"[""Hydration"", ""Anti-Aging""]","[""Humectant"", ""Antioxidant""]","[""Amino acid salt"", ""May be animal-derived or made in a lab"", ""Plays a role in helping keep skin hydrated"", ""Produces supportive substances that keep skin looking youthful and smooth""]"
Lysine Carboxymethyl Cysteinate,Best,"[""Hydration"", ""Anti-Aging""]","[""Antioxidant""]","[""Amino acid derivative that conditions skin and hair"", ""Potent antioxidant that helps \u201crecycle\u201d antioxidants on skin"", ""Made from specialized bonds of lysine and cysteine"", ""Considered safe and non-irritating as used in cosmetics""]"
Lycopene,Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]",[]
Lycium Barbarum Fruit Extract,Best,"[""Anti-Aging"", ""Hydration""]","[""Antioxidant"", ""Plant Extracts""]",[]
Lutein,Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts"", ""Humectant""]",[]
Lupinus Albus Seed Extract,Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]","[""Rich in anti-aging/skin-soothing antioxidants"", ""Helps offset certain triggers of uneven tone"", ""Delivers skin-replenishing fatty acids"", ""Plant extract derived from the white lupin"", ""May be sourced through \u201cupcycling\u201d""]"
Lupinus Albus (White Lupine) Seed Oil,Best,"[""Anti-Aging"", ""Hydration"", ""Soothing""]","[""Antioxidant"", ""Emollient"", ""Plant Extracts""]",[]
Lupine Oil,Best,"[""Hydration"", ""Anti-Aging""]","[""Antioxidant"", ""Emollient"", ""Plant Extracts""]",[]
Lupine,Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]",[]
Lotus Seed Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]",[]
Loquat Extract,Best,"[""Anti-Aging"", ""Hydration""]","[""Antioxidant"", ""Plant Extracts"", ""Humectant""]",[]
Lonicera Japonica Flower Extract,Best,"[""Soothing""]","[""Plant Extracts""]",[]
Lonicera Japonica,Best,"[""Soothing""]","[""Plant Extracts""]",[]
Lonicera Caprifolium Flower Extract,Best,"[""Soothing""]","[""Plant Extracts""]",[]
Lithospermum Erythrorhizon Root Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]","[""Herb native to China, Japan, and Korea"", ""Improves skin\u2019s barrier"", ""Protects against oxidative stress"", ""Potentially shields skin from UVB-related photoaging""]"
Lithospermum Erythrorhizon,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]",[]
Lipid,Best,"[""Hydration""]","[""Emollient"", ""Occlusive/Opacifying Agent""]",[]
Linum Usitatissimum Extract,Best,[],"[""Plant Extracts""]",[]
Linum Usitatissimum (Linseed) Seed Oil,Best,"[""Anti-Aging"", ""Hydration"", ""Soothing""]","[""Emollient"", ""Antioxidant"", ""Occlusive/Opacifying Agent""]","[""Plant-derived oil more commonly known as flaxseed oil"", ""Significant source of omega fatty acids"", ""Enhance skin\u2019s hydration by preventing moisture loss"", ""Can also have antioxidant properties""]"
Linseed Seed Oil,Best,"[""Anti-Aging"", ""Hydration"", ""Soothing""]","[""Emollient"", ""Antioxidant"", ""Occlusive/Opacifying Agent""]","[""More commonly known as flaxseed oil"", ""Significant plant source of omega fatty acids"", ""Shown to have a soothing effect on skin""]"
Linolenic Acid,Best,"[""Hydration""]","[""Emollient"", ""Cleansing Agent""]","[""Omega-3 fatty acid"", ""Skin conditioning and restorative ingredient"", ""Has soothing properties"", ""Is one of two essential fatty acids for humans""]"
Linoleic Acid,Best,"[""Anti-Aging"", ""Hydration""]","[""Emollient""]","[""Unsaturated omega-6 fatty acid found in corn, safflower, and sunflower oils"", ""The most abundant fatty acid found in skin\u2019s upper layers"", ""Acts as an emollient"", ""Research shows it\u2019s an antioxidant, restorative, calming, and discoloration-fighting ingredient""]"
Linden Flower Extract,Best,"[""Anti-Aging"", ""Hydration""]","[""Antioxidant"", ""Plant Extracts""]",[]
Limnanthes Alba Seed Oil,Best,"[""Hydration"", ""Anti-Aging""]","[""Emollient"", ""Plant Extracts"", ""Occlusive/Opacifying Agent""]","[""AKA meadowfoam seed oil"", ""Functions as an emollient and softening agent"", ""Has a high concentration of highly stable fatty acids""]"
Limnanthes Alba (Meadowfoam) Seed Oil,Best,"[""Hydration""]","[""Emollient"", ""Occlusive/Opacifying Agent"", ""Plant Extracts""]",[]
Limnanthes Alba,Best,"[""Anti-Aging""]","[""Plant Extracts"", ""Antioxidant""]",[]
Licorice Root,Best,"[""Dark Spot Fading"", ""Soothing"", ""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]","[""Has antioxidant and soothing properties"", ""Helps fight dark spots"", ""Also called Glycyrrhiza glabra root extract""]"
Licorice Extract,Best,"[""Dark Spot Fading"", ""Soothing"", ""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]","[""General term for extracts from licorice"", ""Defends skin against oxidative stress"", ""Glycyrrhetinic acid helps soothe skin"", ""Also minimizes dark patches and uneven tone""]"
Leucine,Best,"[""Hydration""]","[""Humectant""]",[]
Leptospermum Scoparium Oil,Best,"[""Hydration"", ""Anti-Aging""]","[""Emollient"", ""Plant Extracts"", ""Antioxidant""]",[]
Leontopodium Alpinum (Edelweiss) Extract,Best,"[""Soothing""]","[""Antioxidant"", ""Plant Extracts""]",[]
Lentinus Edodes Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]",[]
Lecithin,Best,"[""Hydration""]","[""Emollient"", ""Emulsifier"", ""Cleansing Agent""]","[""Assists in improving skin\u2019s moisture retention"", ""Is also emulsifying agent"", ""Long track record of safety in skin care products"", ""Can also be used to encapsulate key ingredients to achieve improved dermal delivery"", ""Typically derived from soy, sunflower and rapeseed in cosmetic formulas""]"
Lauryl Laurate,Best,"[""Hydration""]","[""Emollient"", ""Texture Enhancer""]","[""Wax-like emollient that contributes to a soft after feel and smooth glide"", ""Helps bioactive ingredients better integrate with skin\u2019s surface"", ""Can be used to add opacity to a formula"", ""Deemed safe by the Cosmetic Ingredient Review""]"
Lauric Acid,Best,"[""Hydration"", ""Soothing""]","[""Cleansing Agent"", ""Humectant"", ""Emulsifier""]","[""Natural component of skin\u2019s oil"", ""Plays a role in reinforcing skin\u2019s innate defenses by strengthening its microbiome"", ""Functions as a cleansing agent/emulsifier in cosmetic formulas"", ""Studies have shown lauric acid offers antimicrobial activity"", ""Can be sourced from coconut oil, babassu butter and other natural fats""]"
L-Ascorbic Acid,Best,"[""Anti-Aging"", ""Dark Spot Fading"", ""Evens Skin Tone""]","[""Antioxidant"", ""pH Adjuster/Stabilizer""]","[""Potent antioxidant and form of vitamin CCan improve the appearance of signs of aging"", ""Promotes skin longevity"", ""Improves uneven tone"", ""AKA ascorbic acid""]"
Lamium Album Flower Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]",[]
Laminaria Sacharina,Best,"[""Anti-Aging"", ""Soothing""]","[""Plant Extracts"", ""Antioxidant""]",[]
Laminaria Saccharina Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Plant Extracts"", ""Antioxidant""]","[""Extract derived from a species of yellow/brown algae"", ""Most well-known for its skin-soothing and anti-aging antioxidant properties"", ""Offers chelating action to promote cosmetic formula stability"", ""Rich in polysaccharides that can boost hydration""]"
Laminaria Ochroleuca Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Plant Extracts"", ""Antioxidant""]","[""Type of kelp that helps soothe skin"", ""Offers hydration-enhancing properties"", ""Can play a role in reinforcing skin\u2019s barrier"", ""Helps ward off environmental stressors"", ""Offers anti-aging benefits, partly due to antioxidant content"", ""Researchers note that this ingredient is particularly useful for those prone to sensitive skin""]"
Laminaria Digitata Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Plant Extracts"", ""Antioxidant""]","[""Marine plant extract that can soothe distressed skin"", ""Visibly eases signs of aging due to sun damage"", ""Plays a role in reducing acne-related redness"", ""Also known as sea kelp and brown seaweed""]"
Laminaria Digitata,Best,"[""Anti-Aging"", ""Soothing""]","[""Plant Extracts"", ""Antioxidant""]",[]
Lady's Thistle (Milk Thistle) Extract,Best,"[""Anti-Aging"", ""Dark Spot Fading"", ""Evens Skin Tone""]","[""Antioxidant"", ""Plant Extracts"", ""Emollient""]",[]
Lactoperoxidase,Best,"[""Hydration""]","[""Humectant""]","[""Natural enzyme derived from milk"", ""Also found in human saliva and mucosal systems"", ""Antimicrobial + hydrating action helps restore skin\u2019s microbiome"", ""Considered safe as used in cosmetics""]"
Lactobionic Acid,Best,"[""Smooths Bumpy Skin"", ""Evens Skin Tone"", ""Hydration""]","[""Exfoliant"", ""pH Adjuster/Stabilizer""]","[""One of the polyhydroxy acids, chemically similar to AHAs"", ""Slower penetration means a gentler experience"", ""Exfoliates but is also a powerful humectant"", ""Has antioxidant ability""]"
Lactobacillus Ferment Lysate,Best,"[""Soothing""]","[""Prebiotic/Probiotic/Postbiotic""]","[""Fermented byproduct of the probiotic Lactobacillus"", ""Delivers skin-soothing properties"", ""Has the potential to positively influence skin\u2019s microbiome"", ""May also help address signs of photoaging (though more independent research is needed)Can make other ingredients more bioavailable through fermentation""]"
Lactobacillus Ferment,Best,"[""Hydration"", ""Soothing""]","[""Prebiotic/Probiotic/Postbiotic""]",[]
Lactobacillus/Rye Flour Ferment,Best,"[""Hydration""]","[""Humectant"", ""Prebiotic/Probiotic/Postbiotic""]",[]
Lactobacillus/Portulaca Oleracea Ferment Extract,Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts"", ""Prebiotic/Probiotic/Postbiotic""]","[""Created by fermentation of the purslane plant"", ""Has antioxidant benefits"", ""Fermentation can promote further benefits"", ""Also a skin conditioning ingredient""]"
Lactobacillus/Coconut Fruit Juice Ferment Filtrate,Best,"[""Hydration""]","[""Humectant""]","[""Result of combining lactobacillus bacteria + coconut juice"", ""Blend starts a fermentation process that releases natural sugars"", ""Work on skin as prebiotics"", ""Helps support skin's microbiome"", ""Softens & conditions skin""]"
Lactobacillius,Best,"[""Hydration""]","[""Humectant"", ""Prebiotic/Probiotic/Postbiotic""]","[""Typically made by fermentation of simple organisms"", ""Helps condition and bind moisture to skin"", ""Supports skin\u2019s microbiome"", ""Often used with skin-beneficial prebiotics""]"
Lactic Acid,Best,"[""Anti-Aging"", ""Evens Skin Tone"", ""Hydration""]","[""Exfoliant"", ""Humectant"", ""pH Adjuster/Stabilizer""]","[""Exfoliates the surface of skin"", ""Has hydrating properties"", ""Strengthens skin\u2019s barrier"", ""Helps positively influence skin\u2019s microbiome""]"
Kudzu Root,Best,"[""Anti-Aging"", ""Evens Skin Tone""]","[""Antioxidant"", ""Plant Extracts""]",[]
