ingredient_name,rating,benefits,categories,functional_group,info,source
Juniperus Communis,Worst,[],['Plant Extracts' 'Fragrance: Synthetic and Natural' 'Irritant'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Juniper Berry,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Jonquil Extract,Worst,[],['Fragrance: Synthetic and Natural' 'Plant Extracts' 'Irritant'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Jasminium Grandiflorum,Worst,[],['Fragrance: Synthetic and Natural' 'Plant Extracts' 'Antioxidant'],['Actives' 'Support' 'Sensory'],[],Paula's Choice
Jasmine Oil,Worst,[],['Fragrance: Synthetic and Natural' 'Plant Extracts' 'Emollient'],['Support' 'Sensory'],[],Paula's Choice
Ivy Extract,Worst,[],['Irritant' 'Plant Extracts'],['Support' 'Risks'],[],Paula's Choice
Isopropyl Alcohol,Worst,[],['Solvent'],['Utility'],"['Also called rubbing alcohol or isopropanol'
 'Used in cosmetics and sunscreens as a solvent'
 'Also a penetration enhancer' 'Well known to be drying and sensitizing']",Paula's Choice
Irritants,Worst,[],['Irritant'],['Risks'],"['Include ingredients such as harsh scrubs, drying alcohols, and essential oils'
 'Damage skin both immediately and over time'
 'Can increase oiliness in oily skin + dryness in dry skin'
 'Many natural or organic ingredients can irritate skin']",Paula's Choice
Iris Florentina Root,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Iris Florentina Extract,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Inula Helenium Extract,Worst,[],['Irritant' 'Plant Extracts'],['Support' 'Risks'],[],Paula's Choice
Inula Helenium,Worst,[],['Irritant' 'Plant Extracts'],['Support' 'Risks'],[],Paula's Choice
Illicium Verum Anise Fruit Extract,Worst,[],['Fragrance: Synthetic and Natural' 'Plant Extracts' 'Antioxidant'],['Actives' 'Support' 'Sensory'],"['Plant-derived cosmetic ingredient' 'Primarily used as a perfuming agent'
 'Can have antioxidant properties'
 'Often includes volatile aromatic compounds that can cause skin sensitization']",Paula's Choice
Hydroxycitronellal,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant'],['Sensory' 'Risks'],"['Skin-sensitizing fragrance used for its floral scent'
 'Derived from the volatile fragrant compound citronellol'
 'EU-identified as a “fragrance allergen”Also used in other personal hygiene and care products']",Paula's Choice
Hydrogen Peroxide,Worst,[],['Irritant' 'Antibacterial'],['Actives' 'Risks'],"['Strong antibacterial/oxidizing agent that can damage healthy skin cells in its wake'
 'High concentrations can lead to severe skin (including scalp) reactions'
 'Rarely used in modern day skin care but common within hair coloring products'
 'Not recommended for acne and dark spots, despite outdated advice touting such']",Paula's Choice
Hydrastis Canadenis,Worst,[],['Plant Extracts' 'Irritant'],['Support' 'Risks'],[],Paula's Choice
Hydnocarpus Anthelmintica,Worst,[],['Plant Extracts' 'Irritant'],['Support' 'Risks'],[],Paula's Choice
Ho Wood Oil,Worst,[],['Fragrance: Synthetic and Natural' 'Plant Extracts' 'Irritant'],['Support' 'Sensory' 'Risks'],"['Essential oil derived from the camphor tree'
 'Also known as Cinnamomum camphora bark oil'
 'Serves as a fragrant and masking ingredient in skin care'
 'Features camphor, a skin-sensitizing aromatic compound']",Paula's Choice
Horseradish,Worst,[],['Irritant' 'Plant Extracts'],['Support' 'Risks'],[],Paula's Choice
Horse Elder,Worst,[],['Plant Extracts' 'Irritant'],['Support' 'Risks'],[],Paula's Choice
Hexyl Cinnamal,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant'],['Sensory' 'Risks'],"['Naturally occurring, aromatic compound with a jasmine-like aroma'
 'Synthetic versions are commonly used in commercial products'
 'Acts as a masking agent to cover the unpleasant odor of other ingredients in formulations'
 'Known to sensitize skin & internationally recognized as a contact allergen'
 'May also be used as a preservative booster to prolong the shelf-life of formulations']",Paula's Choice
Hedione,Worst,[],['Fragrance: Synthetic and Natural' 'Plant Extracts'],['Support' 'Sensory'],[],Paula's Choice
Hayflower Extract,Worst,[],['Irritant' 'Plant Extracts'],['Support' 'Risks'],[],Paula's Choice
Hamamelitannin,Worst,['Oil Control'],['Irritant' 'Plant Extracts' 'Antioxidant'],['Actives' 'Support' 'Risks'],"['Present in witch hazel' 'A tannin with antioxidant properties'
 'Can denature skin' 'Skin-sensitizer with repeated use']",Paula's Choice
Hamamelis Virginiana,Worst,['Oil Control'],['Irritant' 'Plant Extracts' 'Antioxidant'],['Actives' 'Support' 'Risks'],"['Also known as witch hazel' 'Can have potent antioxidant properties'
 'Has a high tannin content, making it potentially sensitizing']",Paula's Choice
Grapefruit Seed Extract,Worst,[],['Plant Extracts' 'Preservative'],['Support' 'Utility'],[],Paula's Choice
Grapefruit Peel Extract,Worst,[],['Irritant' 'Plant Extracts' 'Antioxidant'],['Actives' 'Support' 'Risks'],[],Paula's Choice
Grapefruit Oil,Worst,[],['Irritant' 'Fragrance: Synthetic and Natural' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Ginger Oil,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Geranium Pratense,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Geranium Oil,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Gaultheria procumbens (wintergreen) leaf oil,Worst,[],['Irritant' 'Fragrance: Synthetic and Natural' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Frankincense Extract,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Foeniculum Vulgare Extract,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Floralozone,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant'],['Sensory' 'Risks'],[],Paula's Choice
Fir Needle Oil,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Ferula Galbaniflua,Worst,[],['Fragrance: Synthetic and Natural' 'Plant Extracts'],['Support' 'Sensory'],[],Paula's Choice
Fennel Seed Extract,Worst,[],['Plant Extracts' 'Irritant' 'Antioxidant'],['Actives' 'Support' 'Risks'],[],Paula's Choice
Fennel Oil,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Eugenol,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant'],['Sensory' 'Risks'],[],Paula's Choice
Eugenia Caryophyllus Oil,Worst,[],"['Irritant' 'Plant Extracts' 'Fragrance: Synthetic and Natural'
 'Antibacterial' 'Antioxidant']",['Actives' 'Support' 'Sensory' 'Risks'],"['Commonly known as clove oil' 'Frequent flavor additive'
 'Also used in some traditional medicine applications'
 'High eugenol content is a skin irritant'
 'Can be cytotoxic and genotoxic']",Paula's Choice
Eugenia Aromatica,Worst,[],['Irritant' 'Plant Extracts'],['Support' 'Risks'],[],Paula's Choice
Eucalyptus Oil,Worst,[],['Irritant' 'Fragrance: Synthetic and Natural' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Eucalyptus Extract,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Ethylene Brassylate,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant'],['Sensory' 'Risks'],"['Ingredient used to impart a sweet, musky odor'
 'Also used as a flavor additive' 'Research indicates it is non-toxic'
 'Has potential to cause skin irritation'
 'Colorless to pale yellow viscous liquid in its raw form']",Paula's Choice
Ethanol,Worst,[],['Irritant' 'Solvent'],['Utility' 'Risks'],"['Type of denatured alcohol' 'Used as a solvent'
 'Can be drying and sensitizing']",Paula's Choice
Essential Oil,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Antioxidant'],['Actives' 'Sensory' 'Risks'],"['A group of primarily plant-derived volatile oils'
 'Primarily used as a fragrant agent in cosmetics'
 'Often include a mix of skin-sensitizing compounds'
 'Can cause skin redness, dryness and flaking'
 'Some essential oils also have antioxidant properties']",Paula's Choice
Esculin,Worst,[],['Irritant' 'Plant Extracts'],['Support' 'Risks'],[],Paula's Choice
How Does the Environment Affect Your Skin,,[],[],[],[],Paula's Choice
English Ivy Extract,Worst,[],['Plant Extracts' 'Irritant'],['Support' 'Risks'],[],Paula's Choice
Elecampane,Worst,[],['Irritant' 'Plant Extracts'],['Support' 'Risks'],[],Paula's Choice
Dimethyl Ether,Worst,[],['Solvent' 'Texture Enhancer'],['Utility' 'Sensory'],[],Paula's Choice
Denatured Alcohol,Worst,[],['Irritant' 'Solvent' 'Texture Enhancer'],['Utility' 'Sensory' 'Risks'],"['A type of volatile alcohol that can irritate skin'
 'Depletes key substances in skin’s moisture barrier'
 'Can be used as a solvent & to improve the texture of fluid/gel formulas'
 'Volatility makes it a quick-drying ingredient that won’t leave a film'
 'Enhances the penetration of other ingredients']",Paula's Choice
Cymbopogon Martini,Worst,[],['Plant Extracts' 'Fragrance: Synthetic and Natural' 'Irritant'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Cymbopogon Flexuosus Oil,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],"['Essential oil derived from lemongrass (belonging to the genus Cymbopogon)Contains volatile fragrance compounds such as citral, linalool and geraniol'
 'Can cause visible skin reactions, as well as damage below the surface'
 'Also goes by the common name East Indian lemongrass oil']",Paula's Choice
Cymbopogon Citrates,Worst,[],['Plant Extracts' 'Fragrance: Synthetic and Natural' 'Irritant'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Cyclamen Aldehyde,Worst,[],['Fragrance: Synthetic and Natural' 'Plant Extracts' 'Irritant'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Cornmint,Worst,[],['Irritant' 'Plant Extracts' 'Antioxidant'],['Actives' 'Support' 'Risks'],[],Paula's Choice
Commiphora Myrrha Extract,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],"['Has antimicrobial properties'
 'Contains chemicals that are harmful to living cells'
 'Also a potential skin sensitizer' 'Most used as a perfume ingredient'
 'Commonly known as myrrh']",Paula's Choice
Comfrey Extract,Worst,[],['Plant Extracts' 'Irritant'],['Support' 'Risks'],[],Paula's Choice
Colloidal Silver,Worst,[],['Preservative' 'Irritant'],['Utility' 'Risks'],[],Paula's Choice
Coleus Barbatus,Worst,[],['Irritant' 'Plant Extracts'],['Support' 'Risks'],[],Paula's Choice
Clover Leaf Oil,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Clover Blossom,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Clove Oil,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Clove Leaf,Worst,[],['Irritant' 'Plant Extracts'],['Support' 'Risks'],[],Paula's Choice
Clary Oil,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant'],['Sensory' 'Risks'],[],Paula's Choice
Citrus Reticulata (Tangerine) Leaf Oil,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Citrus Medica Limonum,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],"['Plant, AKA lemon, that contains irritating extracts and oils'
 'Contains volatile fragrant compounds'
 'Its juices and oils can cause photosensitivity'
 'Highly acidic and can disrupt skin’s barrier']",Paula's Choice
Citrus Aurantium Extract,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Citrus Aurantium Dulcis (Orange) Peel Oil,Worst,[],['Antioxidant' 'Fragrance: Synthetic and Natural' 'Irritant'],['Actives' 'Sensory' 'Risks'],"['Oil from the peel of sweet oranges'
 'Mainly used as a fragrance ingredient'
 'Contains a high amount of irritating limonene'
 'Can make skin more sun-sensitive']",Paula's Choice
Citrus Aurantium,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Citrus Aurantifolia,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Citrus Amara,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Citrullus Colocynthis,Worst,[],['Irritant' 'Plant Extracts'],['Support' 'Risks'],[],Paula's Choice
Citronellol,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],"['Volatile fragrance chemical'
 'Extracted from geranium, rose, and other plants'
 'Causes skin aggravation when exposed to air']",Paula's Choice
Cinnamyl Alcohol,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant'],['Sensory' 'Risks'],"['Found in cinnamon and balsam of Peru' 'Also produced synthetically'
 'Has a strong, spicy-herbal resin odor' 'Demonstrated skin sensitizer']",Paula's Choice
Cinnamon,Worst,[],['Irritant'],['Risks'],[],Paula's Choice
Cinnamomum Camphora,Worst,[],[],[],"['Derived from the camphor tree'
 'Produces a cooling effect upon application'
 'Can cause skin sensitivity with repeated use']",Paula's Choice
Cinnamomum,Worst,[],[],[],[],Paula's Choice
Cedrus Atlantica Bark Extract,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant'],['Sensory' 'Risks'],[],Paula's Choice
Cedarwood,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant'],['Sensory' 'Risks'],[],Paula's Choice
Carvone,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant'],['Sensory' 'Risks'],[],Paula's Choice
Cardamom,Worst,[],['Fragrance: Synthetic and Natural' 'Plant Extracts' 'Antioxidant'],['Actives' 'Support' 'Sensory'],[],Paula's Choice
Capsicum Oleoresin,Worst,[],['Irritant' 'Plant Extracts'],['Support' 'Risks'],[],Paula's Choice
Capsaicin,Worst,[],['Irritant' 'Plant Extracts'],['Support' 'Risks'],[],Paula's Choice
Cananga Extract,Worst,[],['Fragrance: Synthetic and Natural' 'Plant Extracts' 'Irritant'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Camphor,Worst,[],['Irritant' 'Plant Extracts' 'Fragrance: Synthetic and Natural'],['Support' 'Sensory' 'Risks'],"['Aromatic substance' 'Sometimes obtained from tree wood'
 'Produces a cooling effect on skin'
 'Can cause skin sensitivity with repeated use'
 'Can also induce sensitivity of the mucus membranes and eyes']",Paula's Choice
Cajeputi Oil,Worst,[],['Plant Extracts' 'Irritant'],['Support' 'Risks'],[],Paula's Choice
Butylphenyl Methylpropional,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant'],['Sensory' 'Risks'],"['Fragrance ingredient with a floral scent' 'Proven to irritate skin'
 'May be a health risk if multiple products containing it are used'
 'Rarely used in skin care or makeup products']",Paula's Choice
Bronopol,Worst,[],['Preservative' 'Antibacterial' 'Irritant'],['Actives' 'Utility' 'Risks'],"['Used as a preservative in numerous commercial applications'
 'Has broad-spectrum antimicrobial activity'
 'Can cause allergic contact dermatitis' 'White crystals in its raw form']",Paula's Choice
Boswellia Carteri,Worst,[],"['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'
 'Antioxidant']",['Actives' 'Support' 'Sensory' 'Risks'],"['Also called frankincense oil' 'Long used in folk medicine'
 'Has antioxidant, anti-inflammatory, and antimicrobial properties'
 'Contains volatiles compounds that can sensitize skin']",Paula's Choice
Borax,Worst,[],['pH Adjuster/Stabilizer' 'Texture Enhancer' 'Antibacterial'],['Actives' 'Utility' 'Sensory'],"['Naturally occurring alkaline compound'
 'Used as a preservative, texture enhancer, and insecticide'
 'Strong potential to cause skin irritation'
 'Colorless crystalline solid in its raw form']",Paula's Choice
Borate,Worst,[],['Preservative' 'pH Adjuster/Stabilizer' 'Irritant'],['Utility' 'Risks'],[],Paula's Choice
Bois De Rose Oil,Worst,[],['Plant Extracts' 'Fragrance: Synthetic and Natural' 'Irritant'],['Support' 'Sensory' 'Risks'],"['Primarily used as a fragrance ingredient'
 'Contains high amounts of sensitizing linalool'
 'Also called rosewood oil']",Paula's Choice
Bitter Orange Flower,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant'],['Sensory' 'Risks'],[],Paula's Choice
Bergamot Oil,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],"['Oil from the Citrus bergamia fruit'
 'Used mainly as a fragrance and flavor additive'
 'Can have antioxidant and anti-inflammatory properties'
 'Well known to cause skin irritation when exposed to UV light'
 'Contains volatile compounds linalool and limonene']",Paula's Choice
Benzyl Salicylate,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant'],['Sensory' 'Risks'],"['Volatile fragrance chemical' 'Has a sweet, floral odor'
 'Can cause negative skin reactions even in small amounts']",Paula's Choice
Benzyl Benzoate,Worst,[],['Fragrance: Synthetic and Natural' 'Plant Extracts' 'Solvent'],['Support' 'Utility' 'Sensory'],"['Volatile fragrance ingredient and solvent known to irritate skin'
 'Disrupts naturally protective lipids within skin'
 'Used in many beauty products, including baby care, skin care, hair products, and makeup'
 'Found in plants such as plumeria and cinnamon but can also be synthetically made']",Paula's Choice
Benzoin Extract,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant'],['Sensory' 'Risks'],[],Paula's Choice
Bee Pollen Extract,Worst,['Hydration'],['Antioxidant' 'Humectant'],['Actives' 'Support'],[],Paula's Choice
Balsam Peru,Worst,[],['Plant Extracts' 'Irritant' 'Film-Forming Agent'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Awapuhi,Worst,[],['Plant Extracts' 'Irritant'],['Support' 'Risks'],[],Paula's Choice
Arnica Extract,Worst,[],['Plant Extracts' 'Irritant'],['Support' 'Risks'],[],Paula's Choice
Anise,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Anisaldehyde,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant'],['Sensory' 'Risks'],[],Paula's Choice
Angelica Archangelica Root Oil,Worst,[],"['Irritant' 'Plant Extracts' 'Antioxidant' 'Humectant'
 'Fragrance: Synthetic and Natural']",['Actives' 'Support' 'Sensory' 'Risks'],"['Oil extracted from the root of an alpine plant'
 'Has antioxidant properties'
 'Also has a high amount of skin-sensitizing limonene'
 'Used primarily as a flavor and fragrance ingredient']",Paula's Choice
Amyris Balsamifera Bark Oil,Worst,[],['Irritant' 'Plant Extracts' 'Fragrance: Synthetic and Natural'],['Support' 'Sensory' 'Risks'],"['Essential oil extracted from Amyris balsamifera tree'
 'Primarily a fragrance ingredient'
 'Has a smell that resembles sandalwood'
 'Has herbicidal, larvicidal, and antimicrobial properties'
 'Contains eugenol, which can irritate and sensitize skin']",Paula's Choice
Amyl Salicylate,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant'],['Sensory' 'Risks'],"['Ester of amyl alcohol and salicylic acid'
 'No research showing any skin benefit'
 'Studies show it can be a contact allergen'
 'Could pose a risk to some marine wildlife species']",Paula's Choice
Amyl Cinnamal,Worst,[],['Fragrance: Synthetic and Natural'],['Sensory'],"['Volatile fragrance ingredient with a jasmine-like aroma'
 'Occurs naturally in some plants, but the ingredient used in products is typically synthetic'
 'Proven to frequently cause skin reactions'
 'Even if you don’t see or feel the negative effects on skin, long term damage occurrs under the surface']",Paula's Choice
Alpha Isomethyl Ionone,Worst,[],['Fragrance: Synthetic and Natural' 'Irritant'],['Sensory' 'Risks'],"['Has a strong, flowery scent'
 'Research shows it can cause allergic skin reactions'
 'Considered an allergen in the European Union'
 'One of the scent components of Chanel No. 5']",Paula's Choice
Advanced Glycation Endproduct (AGE),Worst,[],['Irritant'],['Risks'],"['Destructive substances generated in the body'
 'Product of consuming refined sugars' 'Destroy collagen and elastin'
 'Can cause abnormal melanin production']",Paula's Choice
Pterocarpus Santalinus,Average,['Anti-Aging'],"['Antioxidant' 'Plant Extracts' 'Fragrance: Synthetic and Natural'
 'Irritant']",['Actives' 'Support' 'Sensory' 'Risks'],"['Type of tree found native to south India'
 'Used in traditional Ayurvedic medicine'
 'Extract has antioxidant and soothing properties'
 'Oil has volatile fragrance components' 'Also known as red sandalwood']",Paula's Choice
Acetone,Worst,[],['Irritant' 'Solvent'],['Utility' 'Risks'],"['Organic compound found in trees, volcanic gases, and the human body'
 'Solvent commonly used in nail polish removers'
 'Colorless liquid that is volatile and highly flammable'
 'Skin, eye, nose, and lung irritant']",Paula's Choice
Walnut Shell Powder,Bad,[],['Exfoliant' 'Irritant'],['Actives' 'Risks'],[],Paula's Choice
Vetiver Zizanoides Root Extract,Bad,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],[],Paula's Choice
Verbena Officinalis Leaf Extract,Bad,[],['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'],['Support' 'Sensory' 'Risks'],"['Plant extract rich in antioxidants'
 'Poses irritation risk due to fragrant compounds'
 'Known for lemony aroma with sweet, fruity undertones'
 'Also goes by the common name vervain extract']",Paula's Choice
Tea Tree Oil,Bad,['Anti-Acne'],"['Fragrance: Synthetic and Natural' 'Plant Extracts' 'Antioxidant'
 'Irritant']",['Actives' 'Support' 'Sensory' 'Risks'],"['Essential oil with a distinctive herbal/medicinal scent even at low concentrations'
 'Contains volatile compounds that are known to be skin sensitizing'
 'May help visibly improve breakout-prone skin (when properly incorporated)Has antimicrobial, anti-viral, antifungal, and anti-inflammatory properties'
 'Irritation risk increases when tea tree oil oxidizes—proper storage is essential']",Paula's Choice
Tanacetum Annuum Flower Oil,Bad,[],['Irritant' 'Plant Extracts'],['Support' 'Risks'],"['Fragrant essential oil, also known as blue tansy'
 'Imparts a characteristically blue hue (thanks to its chemical component chamazulene)Poses a risk of sensitizing skin and causing a cascade of damage on a deeper level'
 'Alternatively, may offer aromatherapeutic benefits']",Paula's Choice
Sodium Laurate,Bad,[],['Cleansing Agent' 'Irritant'],['Utility' 'Risks'],"['Sodium salt of lauric acid' 'Classified as a soap'
 'Strong potential to irritate skin' 'Damages skin’s barrier'
 'White solid in its raw form']",Paula's Choice
Silt,Bad,['Oil Control' 'Hydration'],['Absorbent' 'Humectant'],['Support' 'Sensory'],[],Paula's Choice
Sea Salt,Bad,['Hydration'],['Humectant' 'Irritant'],['Support' 'Risks'],[],Paula's Choice
Sclareolide,Bad,[],['Fragrance: Synthetic and Natural' 'Plant Extracts'],['Support' 'Sensory'],"['Fragrance ingredient with a musky/woody aroma'
 'Potentially problematic for long-term skin health'
 'May be extracted from plants such as clary sage'
 'White crystalline powder in raw form']",Paula's Choice
Rosa Damascena Flower Water,Bad,[],['Fragrance: Synthetic and Natural' 'Plant Extracts'],['Support' 'Sensory'],"['Fragrant solution obtained from the flowers of the damask rose'
 'Poses a risk of irritation to skin due to its volatile compounds'
 'May also be referred to simply as rose water'
 'Claims such as calming redness and reducing acne have not been proven to be true']",Paula's Choice
Raspberry Ketone,Bad,['Anti-Aging' 'Evens Skin Tone'],['Antioxidant' 'Fragrance: Synthetic and Natural'],['Actives' 'Sensory'],"['Phenolic compound derived from raspberries (Rubus idaeus)Mainly serves as a perfuming agent in skin care'
 'Volatile aromatic compounds can cause skin sensitization'
 'Can also provide skin antioxidant benefits'
 'Also used widely as a flavoring agent']",Paula's Choice
Quercus Robur (Oak) Root Extract,Bad,[],['Irritant' 'Plant Extracts' 'Antioxidant'],['Actives' 'Support' 'Risks'],"['Plant-derived ingredient taken from the English oak tree'
 'Can help protect skin from external aggressors'
 'Contains tannins, which denature skin'
 'Might contribute to skin barrier disruptions']",Paula's Choice
Quaternium-15,Bad,[],['Preservative'],['Utility'],[],Paula's Choice
Potassium Myristate,Bad,[],['Cleansing Agent' 'Emulsifier'],['Utility'],[],Paula's Choice
Potassium Hydroxide,Bad,[],['pH Adjuster/Stabilizer' 'Texture Enhancer'],['Utility' 'Sensory'],[],Paula's Choice
Polyvinyl Alcohol,Bad,[],['Film-Forming Agent' 'Texture Enhancer'],['Sensory'],"['Synthetic polymer of vinyl alcohol' 'Thickener and binding agent'
 'Use often in peel-off masks' 'Poses a risk of aggravating skin']",Paula's Choice
Polyperfluoroperhydrophenanthrene,Bad,[],['Solvent'],['Utility'],"['Fluorocarbon made up of fluorine and carbon'
 'Mostly used in ingredient blends' 'Utilized as a solvent'
 'More research is needed to determine its safety']",Paula's Choice
Phenylpropanol,Bad,[],['Fragrance: Synthetic and Natural' 'Preservative' 'Solvent'],['Utility' 'Sensory'],"['Masking scent used in skin care formulas'
 'Also serves as a preservative, extending product shelf life'
 'Potentially irritating to skin' 'Used in concentrations of up to .3%']",Paula's Choice
Perfluorohexane,Bad,[],['Solvent' 'Texture Enhancer'],['Utility' 'Sensory'],"['Synthetic ingredient, classified as a perfluorocarbon'
 'Solvent and texture-enhancing ingredient that may increase oxygen to skin'
 'May boost reactive oxygen species (ROS) in skin, which can age skin faster'
 'Often used in “bubble masks”']",Paula's Choice
Perfluorodecalin,Bad,[],['Solvent' 'Texture Enhancer'],['Utility' 'Sensory'],"['Synthetic ingredient, classified as a perfluorocarbon'
 'Solvent and texture-enhancing ingredient that may increase oxygen to skin'
 'May boost reactive oxygen species (ROS) in skin, which can age skin faster'
 'Often used in “bubble masks”']",Paula's Choice
Pawpaw Extract,Bad,['Hydration'],['Plant Extracts' 'Humectant'],['Support'],[],Paula's Choice
Paullinia Cupana Seed Extract,Bad,[],['Irritant' 'Plant Extracts'],['Support' 'Risks'],"['Also called guarana seed extract' 'Native to the Amazon'
 'Has beneficial phenolic compounds' 'Also constricts skin']",Paula's Choice
Papaya Extract,Bad,['Smooths Bumpy Skin'],['Exfoliant' 'Plant Extracts' 'Irritant'],['Actives' 'Support' 'Risks'],[],Paula's Choice
Neem Oil,Bad,[],['Irritant'],['Risks'],"['Plant-derived ingredient, AKA Melia azadirachta oil'
 'Derived from the Melia azadirachta or Azadirachta indica tree'
 'Has emollient and antioxidant properties'
 'Can cause skin sensitization and signs of irritation']",Paula's Choice
Myrtus Communis Extract,Bad,[],"['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'
 'Antioxidant']",['Actives' 'Support' 'Sensory' 'Risks'],"['A plant extract also known as Myrtle extract'
 'Contains sensitizing, fragrant components, like linalool and limonene'
 'Has established antioxidant benefits'
 'Can help skin combat environments that contribute to breakouts']",Paula's Choice
Myrtle Extract,Bad,[],"['Fragrance: Synthetic and Natural' 'Irritant' 'Plant Extracts'
 'Antioxidant']",['Actives' 'Support' 'Sensory' 'Risks'],"['Also known as Myrtus communis extract'
 'Contains sensitizing, aromatic compounds, like linalool and limonene'
 'Offers antioxidant benefits for skin'
 'Can help skin combat organisms that contribute to breakouts']",Paula's Choice
